lower_mfc_v,upper_mfc_v,deflection_mm,is_synthetic
-225.0,125.0,-1.184875,True
-225.0,150.0,-1.30355,True
-225.0,175.0,-1.4225249999999998,True
-225.0,200.0,-1.5415,True
-225.0,225.0,-1.6608500000000002,True
-225.0,250.0,-1.7802,True
-225.0,275.0,-1.899725,True
-225.0,300.0,-2.01925,True
-225.0,325.0,-2.1388000000000003,True
-225.0,350.0,-2.25835,True
-225.0,375.0,-2.3779000000000003,True
-225.0,400.0,-2.4974499999999997,True
-225.0,425.0,-2.617,True
-225.0,450.0,-2.7365500000000003,True
-225.0,475.0,-2.8561,True
-225.0,500.0,-2.97565,True
-225.0,525.0,-3.0952,True
-225.0,550.0,-3.21475,True
-225.0,575.0,-3.3343,True
-225.0,600.0,-3.45385,True
-225.0,625.0,-3.5734,True
-225.0,650.0,-3.6929499999999997,True
-225.0,675.0,-3.813175,True
-225.0,700.0,-3.9334,True
-225.0,725.0,-4.052275000000001,True
-225.0,750.0,-4.171150000000001,True
-225.0,775.0,-4.290700000000001,True
-225.0,800.0,-4.41025,True
-225.0,825.0,-4.5298,True
-225.0,850.0,-4.64935,True
-225.0,875.0,-4.7688999999999995,True
-225.0,900.0,-4.888450000000001,True
-225.0,925.0,-5.008,True
-225.0,950.0,-5.127549999999999,True
-225.0,975.0,-5.2471,True
-225.0,1000.0,-5.36665,True
-225.0,1025.0,-5.4862,True
-225.0,1050.0,-5.6057500000000005,True
-225.0,1075.0,-5.725300000000001,True
-225.0,1100.0,-5.844849999999999,True
-225.0,1125.0,-5.960125,True
-225.0,1150.0,-6.0754,True
-225.0,1175.0,-6.199224999999999,True
-225.0,1200.0,-6.32305,True
-225.0,1225.0,-6.4426499999999995,True
-225.0,1250.0,-6.562250000000001,True
-225.0,1275.0,-6.681725,True
-225.0,1300.0,-6.8012,True
-225.0,1325.0,-6.920625,True
-225.0,1350.0,-7.040050000000001,True
-225.0,1375.0,-7.159800000000001,True
-225.0,1400.0,-7.27955,True
-225.0,1425.0,-7.399000000000001,True
-225.0,1450.0,-7.51845,True
-225.0,1475.0,-7.638025,True
-225.0,1500.0,-7.7576,True
-200.0,75.0,-0.88254,True
-200.0,125.0,-1.1191499999999999,True
-200.0,175.0,-1.35705,True
-200.0,225.0,-1.5957,True
-200.0,275.0,-1.83475,True
-200.0,325.0,-2.07385,True
-200.0,375.0,-2.31295,True
-200.0,425.0,-2.5520500000000004,True
-200.0,475.0,-2.79115,True
-200.0,525.0,-3.0302499999999997,True
-200.0,575.0,-3.26935,True
-200.0,625.0,-3.50845,True
-200.0,675.0,-3.7475500000000004,True
-200.0,725.0,-3.98665,True
-200.0,775.0,-4.22575,True
-200.0,825.0,-4.46485,True
-200.0,875.0,-4.70395,True
-200.0,925.0,-4.9430499999999995,True
-200.0,975.0,-5.18215,True
-200.0,1025.0,-5.421250000000001,True
-200.0,1075.0,-5.660349999999999,True
-200.0,1125.0,-5.8909,True
-200.0,1175.0,-6.13,True
-200.0,1225.0,-6.3777,True
-200.0,1275.0,-6.61675,True
-200.0,1325.0,-6.855650000000001,True
-200.0,1375.0,-7.09485,True
-200.0,1425.0,-7.3340499999999995,True
-200.0,1475.0,-7.57305,True
-175.0,50.0,-0.69833,True
-175.0,75.0,-0.816495,True
-175.0,100.0,-0.93466,True
-175.0,125.0,-1.053605,True
-175.0,150.0,-1.17255,True
-175.0,175.0,-1.291875,True
-175.0,200.0,-1.4112,True
-175.0,225.0,-1.530725,True
-175.0,250.0,-1.65025,True
-175.0,275.0,-1.7698,True
-175.0,300.0,-1.8893499999999999,True
-175.0,325.0,-2.0089,True
-175.0,350.0,-2.12845,True
-175.0,375.0,-2.2479999999999998,True
-175.0,400.0,-2.36755,True
-175.0,425.0,-2.4871000000000003,True
-175.0,450.0,-2.60665,True
-175.0,475.0,-2.7262000000000004,True
-175.0,500.0,-2.84575,True
-175.0,525.0,-2.9653,True
-175.0,550.0,-3.08485,True
-175.0,575.0,-3.2044,True
-175.0,600.0,-3.32395,True
-175.0,625.0,-3.4435000000000002,True
-175.0,650.0,-3.56305,True
-175.0,675.0,-3.6826000000000003,True
-175.0,700.0,-3.80215,True
-175.0,725.0,-3.921675,True
-175.0,750.0,-4.0412,True
-175.0,775.0,-4.16075,True
-175.0,800.0,-4.2803,True
-175.0,825.0,-4.399875,True
-175.0,850.0,-4.51945,True
-175.0,875.0,-4.638975,True
-175.0,900.0,-4.7585,True
-175.0,925.0,-4.87805,True
-175.0,950.0,-4.9976,True
-175.0,975.0,-5.1171500000000005,True
-175.0,1000.0,-5.236700000000001,True
-175.0,1025.0,-5.356275,True
-175.0,1050.0,-5.475849999999999,True
-175.0,1075.0,-5.595375,True
-175.0,1100.0,-5.7149,True
-175.0,1125.0,-5.830175,True
-175.0,1150.0,-5.94545,True
-175.0,1175.0,-6.069275,True
-175.0,1200.0,-6.193099999999999,True
-175.0,1225.0,-6.3127249999999995,True
-175.0,1250.0,-6.43235,True
-175.0,1275.0,-6.5518,True
-175.0,1300.0,-6.671250000000001,True
-175.0,1325.0,-6.790675,True
-175.0,1350.0,-6.9101,True
-175.0,1375.0,-7.02985,True
-175.0,1400.0,-7.1495999999999995,True
-175.0,1425.0,-7.269049999999999,True
-175.0,1450.0,-7.3885000000000005,True
-175.0,1475.0,-7.508075,True
-175.0,1500.0,-7.62765,True
-150.0,75.0,-0.7504500000000001,True
-150.0,125.0,-0.9880599999999999,True
-150.0,175.0,-1.2267000000000001,True
-150.0,225.0,-1.4657499999999999,True
-150.0,275.0,-1.70485,True
-150.0,325.0,-1.94395,True
-150.0,375.0,-2.1830499999999997,True
-150.0,425.0,-2.4221500000000002,True
-150.0,475.0,-2.66125,True
-150.0,525.0,-2.90035,True
-150.0,575.0,-3.13945,True
-150.0,625.0,-3.3785499999999997,True
-150.0,675.0,-3.6176500000000003,True
-150.0,725.0,-3.8567,True
-150.0,775.0,-4.09575,True
-150.0,825.0,-4.3349,True
-150.0,875.0,-4.574,True
-150.0,925.0,-4.8130500000000005,True
-150.0,975.0,-5.05215,True
-150.0,1025.0,-5.2913,True
-150.0,1075.0,-5.5304,True
-150.0,1125.0,-5.76945,True
-150.0,1175.0,-6.00855,True
-150.0,1225.0,-6.24775,True
-150.0,1275.0,-6.4868500000000004,True
-150.0,1325.0,-6.7257,True
-150.0,1375.0,-6.96485,True
-150.0,1425.0,-7.2040500000000005,True
-150.0,1475.0,-7.4431,True
-125.0,50.0,-0.5661,True
-125.0,75.0,-0.6848050000000001,True
-125.0,100.0,-0.80351,True
-125.0,125.0,-0.9228500000000001,True
-125.0,150.0,-1.04219,True
-125.0,175.0,-1.1616950000000001,True
-125.0,200.0,-1.2812000000000001,True
-125.0,225.0,-1.40075,True
-125.0,250.0,-1.5203,True
-125.0,275.0,-1.63985,True
-125.0,300.0,-1.7593999999999999,True
-125.0,325.0,-1.8789500000000001,True
-125.0,350.0,-1.9985,True
-125.0,375.0,-2.11805,True
-125.0,400.0,-2.2376,True
-125.0,425.0,-2.3571500000000003,True
-125.0,450.0,-2.4767,True
-125.0,475.0,-2.59625,True
-125.0,500.0,-2.7157999999999998,True
-125.0,525.0,-2.83535,True
-125.0,550.0,-2.9549,True
-125.0,575.0,-3.07445,True
-125.0,600.0,-3.194,True
-125.0,625.0,-3.3135749999999997,True
-125.0,650.0,-3.43315,True
-125.0,675.0,-3.5526750000000002,True
-125.0,700.0,-3.6722,True
-125.0,725.0,-3.791725,True
-125.0,750.0,-3.91125,True
-125.0,775.0,-4.030799999999999,True
-125.0,800.0,-4.1503499999999995,True
-125.0,825.0,-4.269925,True
-125.0,850.0,-4.3895,True
-125.0,875.0,-4.509025,True
-125.0,900.0,-4.628550000000001,True
-125.0,925.0,-4.748100000000001,True
-125.0,950.0,-4.867649999999999,True
-125.0,975.0,-4.9872,True
-125.0,1000.0,-5.10675,True
-125.0,1025.0,-5.226325,True
-125.0,1050.0,-5.3459,True
-125.0,1075.0,-5.465425,True
-125.0,1100.0,-5.584949999999999,True
-125.0,1125.0,-5.7045,True
-125.0,1150.0,-5.82405,True
-125.0,1175.0,-5.9436,True
-125.0,1200.0,-6.06315,True
-125.0,1225.0,-6.182775,True
-125.0,1250.0,-6.3024000000000004,True
-125.0,1275.0,-6.421875,True
-125.0,1300.0,-6.5413499999999996,True
-125.0,1325.0,-6.660749999999999,True
-125.0,1350.0,-6.780150000000001,True
-125.0,1375.0,-6.8999,True
-125.0,1400.0,-7.01965,True
-125.0,1425.0,-7.1391,True
-125.0,1450.0,-7.25855,True
-125.0,1475.0,-7.37815,True
-125.0,1500.0,-7.49775,True
-100.0,75.0,-0.6191599999999999,True
-100.0,125.0,-0.85764,True
-100.0,175.0,-1.09669,True
-100.0,225.0,-1.33575,True
-100.0,275.0,-1.57485,True
-100.0,325.0,-1.81395,True
-100.0,375.0,-2.05305,True
-100.0,425.0,-2.2921500000000004,True
-100.0,475.0,-2.53125,True
-100.0,525.0,-2.7703499999999996,True
-100.0,575.0,-3.00945,True
-100.0,625.0,-3.2485999999999997,True
-100.0,675.0,-3.4877000000000002,True
-100.0,725.0,-3.72675,True
-100.0,775.0,-3.9658499999999997,True
-100.0,825.0,-4.20495,True
-100.0,875.0,-4.44405,True
-100.0,925.0,-4.6831499999999995,True
-100.0,975.0,-4.92225,True
-100.0,1025.0,-5.1613500000000005,True
-100.0,1075.0,-5.400449999999999,True
-100.0,1125.0,-5.63955,True
-100.0,1175.0,-5.87865,True
-100.0,1225.0,-6.1178,True
-100.0,1275.0,-6.3568999999999996,True
-100.0,1325.0,-6.5958000000000006,True
-100.0,1375.0,-6.83495,True
-100.0,1425.0,-7.0741499999999995,True
-100.0,1475.0,-7.3132,True
-75.0,50.0,-0.434635,True
-75.0,75.0,-0.5538725,True
-75.0,100.0,-0.67311,True
-75.0,125.0,-0.7926624999999999,True
-75.0,150.0,-0.912215,True
-75.0,175.0,-1.0317325,True
-75.0,200.0,-1.15125,True
-75.0,225.0,-1.2708,True
-75.0,250.0,-1.39035,True
-75.0,275.0,-1.5099,True
-75.0,300.0,-1.6294499999999998,True
-75.0,325.0,-1.749,True
-75.0,350.0,-1.86855,True
-75.0,375.0,-1.9881,True
-75.0,400.0,-2.10765,True
-75.0,425.0,-2.2272000000000003,True
-75.0,450.0,-2.34675,True
-75.0,475.0,-2.4663000000000004,True
-75.0,500.0,-2.5858499999999998,True
-75.0,525.0,-2.7053999999999996,True
-75.0,550.0,-2.82495,True
-75.0,575.0,-2.9445,True
-75.0,600.0,-3.06405,True
-75.0,625.0,-3.183625,True
-75.0,650.0,-3.3032,True
-75.0,675.0,-3.422725,True
-75.0,700.0,-3.54225,True
-75.0,725.0,-3.6618,True
-75.0,750.0,-3.7813499999999998,True
-75.0,775.0,-3.9009,True
-75.0,800.0,-4.02045,True
-75.0,825.0,-4.140000000000001,True
-75.0,850.0,-4.25955,True
-75.0,875.0,-4.379099999999999,True
-75.0,900.0,-4.49865,True
-75.0,925.0,-4.6182,True
-75.0,950.0,-4.73775,True
-75.0,975.0,-4.8572999999999995,True
-75.0,1000.0,-4.976850000000001,True
-75.0,1025.0,-5.0964,True
-75.0,1050.0,-5.215949999999999,True
-75.0,1075.0,-5.3355,True
-75.0,1100.0,-5.45505,True
-75.0,1125.0,-5.5746,True
-75.0,1150.0,-5.6941500000000005,True
-75.0,1175.0,-5.813700000000001,True
-75.0,1200.0,-5.933249999999999,True
-75.0,1225.0,-6.052849999999999,True
-75.0,1250.0,-6.1724499999999995,True
-75.0,1275.0,-6.29195,True
-75.0,1300.0,-6.41145,True
-75.0,1325.0,-6.53085,True
-75.0,1350.0,-6.65025,True
-75.0,1375.0,-6.7700000000000005,True
-75.0,1400.0,-6.889749999999999,True
-75.0,1425.0,-7.0092,True
-75.0,1450.0,-7.12865,True
-75.0,1475.0,-7.2482500000000005,True
-75.0,1500.0,-7.367850000000001,True
-50.0,75.0,-0.488585,True
-50.0,125.0,-0.7276849999999999,True
-50.0,175.0,-0.9667749999999999,True
-50.0,225.0,-1.2058499999999999,True
-50.0,275.0,-1.44495,True
-50.0,325.0,-1.68405,True
-50.0,375.0,-1.9231500000000001,True
-50.0,425.0,-2.1622500000000002,True
-50.0,475.0,-2.40135,True
-50.0,525.0,-2.64045,True
-50.0,575.0,-2.87955,True
-50.0,625.0,-3.1186499999999997,True
-50.0,675.0,-3.3577500000000002,True
-50.0,725.0,-3.59685,True
-50.0,775.0,-3.83595,True
-50.0,825.0,-4.07505,True
-50.0,875.0,-4.31415,True
-50.0,925.0,-4.55325,True
-50.0,975.0,-4.79235,True
-50.0,1025.0,-5.0314499999999995,True
-50.0,1075.0,-5.27055,True
-50.0,1125.0,-5.509650000000001,True
-50.0,1175.0,-5.748749999999999,True
-50.0,1225.0,-5.9879,True
-50.0,1275.0,-6.227,True
-50.0,1325.0,-6.4658999999999995,True
-50.0,1375.0,-6.70505,True
-50.0,1425.0,-6.94425,True
-50.0,1475.0,-7.1833,True
