lower_mfc_v,upper_mfc_v,deflection_mm,pitch_deg,cl,cd,is_synthetic
-425.0,300.0,-2.54125,8.0,0.09488354541231127,0.04268848243902439,True
-425.0,300.0,-2.54125,12.0,0.12655824715447156,0.05289858662020906,True
-425.0,300.0,-2.54125,16.0,0.16118986852497097,0.07221905265969802,True
-425.0,300.0,-2.54125,20.0,0.21586032009291523,0.10533770095238096,True
-425.0,325.0,-2.6602249999999996,0.0,0.03589101584204413,0.02932670355400697,True
-425.0,325.0,-2.6602249999999996,4.0,0.0675404819279907,0.03347578054587689,True
-425.0,325.0,-2.6602249999999996,8.0,0.09683412740998837,0.04209302707317073,True
-425.0,325.0,-2.6602249999999996,12.0,0.1285933967479675,0.05264886348432056,True
-425.0,325.0,-2.6602249999999996,16.0,0.16324712729384439,0.07186591385598143,True
-425.0,325.0,-2.6602249999999996,20.0,0.21623285969802555,0.1040641019047619,True
-425.0,350.0,-2.7792,0.0,0.03752090425087108,0.028441894355400697,True
-425.0,350.0,-2.7792,4.0,0.0693864875261324,0.032784039721254356,True
-425.0,350.0,-2.7792,8.0,0.09878470940766551,0.04149757170731707,True
-425.0,350.0,-2.7792,12.0,0.13062854634146343,0.05239914034843206,True
-425.0,350.0,-2.7792,16.0,0.16530438606271775,0.0715127750522648,True
-425.0,350.0,-2.7792,20.0,0.21660539930313588,0.10279050285714286,True
-425.0,375.0,-2.8983749999999997,0.0,0.039153532543554005,0.027555597770034846,True
-425.0,375.0,-2.8983749999999997,4.0,0.0712355963066202,0.03209113606271777,True
-425.0,375.0,-2.8983749999999997,8.0,0.10073857038327526,0.040901115365853655,True
-425.0,375.0,-2.8983749999999997,12.0,0.13266711707317075,0.05214899742160278,True
-425.0,375.0,-2.8983749999999997,16.0,0.1673651031358885,0.07115904261324042,True
-425.0,375.0,-2.8983749999999997,20.0,0.21697856515679442,0.10151476285714285,True
-425.0,400.0,-3.01755,0.0,0.040786160836236936,0.02666930118466899,True
-425.0,400.0,-3.01755,4.0,0.07308470508710802,0.03139823240418119,True
-425.0,400.0,-3.01755,8.0,0.10269243135888502,0.040304659024390246,True
-425.0,400.0,-3.01755,12.0,0.13470568780487804,0.05189885449477351,True
-425.0,400.0,-3.01755,16.0,0.16942582020905922,0.07080531017421603,True
-425.0,400.0,-3.01755,20.0,0.21735173101045296,0.10023902285714285,True
-425.0,425.0,-3.13695,0.0,0.042421871498257845,0.025781331289198607,True
-425.0,425.0,-3.13695,4.0,0.07493730494773519,0.03070402055749129,True
-425.0,425.0,-3.13695,8.0,0.104649981184669,0.03970707658536585,True
-425.0,425.0,-3.13695,12.0,0.13674810731707318,0.05164823930313588,True
-425.0,425.0,-3.13695,16.0,0.17149042787456448,0.07045090989547038,True
-425.0,425.0,-3.13695,20.0,0.2177256013937282,0.09896087428571428,True
-425.0,450.0,-3.2563500000000003,0.0,0.04405758216027875,0.02489336139372822,True
-425.0,450.0,-3.2563500000000003,4.0,0.07678990480836237,0.030009808710801396,True
-425.0,450.0,-3.2563500000000003,8.0,0.10660753101045298,0.03910949414634146,True
-425.0,450.0,-3.2563500000000003,12.0,0.13879052682926832,0.05139762411149826,True
-425.0,450.0,-3.2563500000000003,16.0,0.17355503554006968,0.07009650961672474,True
-425.0,450.0,-3.2563500000000003,20.0,0.2180994717770035,0.0976827257142857,True
-425.0,475.0,-3.3758500000000002,0.0,0.04569466276422764,0.024004647804878047,True
-425.0,475.0,-3.3758500000000002,4.0,0.0786440562601626,0.029315015447154473,True
-425.0,475.0,-3.3758500000000002,8.0,0.10856672032520326,0.038511411219512195,True
-425.0,475.0,-3.3758500000000002,12.0,0.14083465691056912,0.05114679902439024,True
-425.0,475.0,-3.3758500000000002,16.0,0.17562137235772357,0.0697418125203252,True
-425.0,475.0,-3.3758500000000002,20.0,0.21847365528455287,0.09640350666666667,True
-425.0,500.0,-3.49535,0.0,0.04733174336817655,0.023115934216027877,True
-425.0,500.0,-3.49535,4.0,0.08049820771196284,0.02862022218350755,True
-425.0,500.0,-3.49535,8.0,0.11052590963995354,0.03791332829268292,True
-425.0,500.0,-3.49535,12.0,0.14287878699186993,0.05089597393728222,True
-425.0,500.0,-3.49535,16.0,0.17768770917537746,0.06938711542392567,True
-425.0,500.0,-3.49535,20.0,0.21884783879210223,0.0951242876190476,True
-425.0,525.0,-3.6149000000000004,0.0,0.04896950894308944,0.022226848780487807,True
-425.0,525.0,-3.6149000000000004,4.0,0.0823531349593496,0.027925138211382115,True
-425.0,525.0,-3.6149000000000004,8.0,0.112485918699187,0.03731499512195122,True
-425.0,525.0,-3.6149000000000004,12.0,0.14492377235772358,0.05064504390243902,True
-425.0,525.0,-3.6149000000000004,16.0,0.1797549105691057,0.06903226991869918,True
-425.0,525.0,-3.6149000000000004,20.0,0.21922217886178863,0.09384453333333331,True
-425.0,550.0,-3.73445,0.0,0.05117162471131639,0.02158927636643572,True
-425.0,550.0,-3.73445,4.0,0.08404430369515012,0.027270942648190917,True
-425.0,550.0,-3.73445,8.0,0.11423615088529639,0.03685466089299461,True
-425.0,550.0,-3.73445,12.0,0.14689691493456505,0.05054823421862971,True
-425.0,550.0,-3.73445,16.0,0.18197410315627408,0.06896569168591224,True
-425.0,550.0,-3.73445,20.0,0.21999993456505004,0.09302089915319475,True
-425.0,575.0,-3.854,-4.0,0.027502384911470366,0.01927548883756736,True
-425.0,575.0,-3.854,0.0,0.056340026680348904,0.022335714212416622,True
-425.0,575.0,-3.854,4.0,0.08489635642802155,0.026966886066204773,True
-425.0,575.0,-3.854,8.0,0.1148754713351289,0.03718081185071182,True
-425.0,575.0,-3.854,12.0,0.14846606620477293,0.05131808468052347,True
-425.0,575.0,-3.854,16.0,0.18504259876859927,0.07052884299640842,True
-425.0,575.0,-3.854,20.0,0.2230426481909161,0.09476558891454966,True
-425.0,1000.0,-5.88635,-4.0,0.064372717843697,0.02569880774481817,True
-425.0,1000.0,-5.88635,0.0,0.09419272640767862,0.02794796106904969,True
-425.0,1000.0,-5.88635,4.0,0.124507711720657,0.03667614023002772,True
-425.0,1000.0,-5.88635,8.0,0.15557446429272506,0.04846394882415296,True
-425.0,1000.0,-5.88635,12.0,0.19004904679160978,0.06605298063795458,True
-425.0,1000.0,-5.88635,16.0,0.22380827479210624,0.09105121081047537,True
-425.0,1000.0,-5.88635,20.0,0.26220305200446814,0.11845114041620124,True
-425.0,1025.0,-6.0059000000000005,-4.0,0.06567183674651442,0.025447748293409456,True
-425.0,1025.0,-6.0059000000000005,0.0,0.09562805841711142,0.028091098589218485,True
-425.0,1025.0,-6.0059000000000005,4.0,0.12588270241198132,0.036966025857432465,True
-425.0,1025.0,-6.0059000000000005,8.0,0.15708391739625463,0.048983574300184525,True
-425.0,1025.0,-6.0059000000000005,12.0,0.19152097927268213,0.06668062926647636,True
-425.0,1025.0,-6.0059000000000005,16.0,0.22547606925654712,0.0915973986595507,True
-425.0,1025.0,-6.0059000000000005,20.0,0.2639658098547847,0.11926376980679326,True
-425.0,1050.0,-6.125450000000001,-4.0,0.06697095564933185,0.025196688842000742,True
-425.0,1050.0,-6.125450000000001,0.0,0.09706339042654422,0.028234236109387283,True
-425.0,1050.0,-6.125450000000001,4.0,0.12725769310330562,0.0372559114848372,True
-425.0,1050.0,-6.125450000000001,8.0,0.1585933704997841,0.04950319977621609,True
-425.0,1050.0,-6.125450000000001,12.0,0.1929929117537545,0.06730827789499813,True
-425.0,1050.0,-6.125450000000001,16.0,0.227143863720988,0.09214358650862604,True
-425.0,1050.0,-6.125450000000001,20.0,0.2657285677051011,0.12007639919738529,True
-425.0,1075.0,-6.245000000000001,-4.0,0.06827007455214928,0.024945629390592028,True
-425.0,1075.0,-6.245000000000001,0.0,0.09849872243597702,0.028377373629556082,True
-425.0,1075.0,-6.245000000000001,4.0,0.12863268379462994,0.037545797112241944,True
-425.0,1075.0,-6.245000000000001,8.0,0.1601028236033136,0.05002282525224766,True
-425.0,1075.0,-6.245000000000001,12.0,0.19446484423482688,0.06793592652351993,True
-425.0,1075.0,-6.245000000000001,16.0,0.22881165818542884,0.09268977435770138,True
-425.0,1075.0,-6.245000000000001,20.0,0.26749132555541766,0.12088902858797733,True
-425.0,1100.0,-6.3645499999999995,-4.0,0.06956919345496669,0.02469456993918332,True
-425.0,1100.0,-6.3645499999999995,0.0,0.09993405444540979,0.028520511149724877,True
-425.0,1100.0,-6.3645499999999995,4.0,0.13000767448595424,0.03783568273964669,True
-425.0,1100.0,-6.3645499999999995,8.0,0.16161227670684314,0.05054245072827922,True
-425.0,1100.0,-6.3645499999999995,12.0,0.1959367767158992,0.0685635751520417,True
-425.0,1100.0,-6.3645499999999995,16.0,0.2304794526498697,0.09323596220677671,True
-425.0,1100.0,-6.3645499999999995,20.0,0.26925408340573415,0.12170165797856936,True
-425.0,1125.0,-6.4841,-4.0,0.07086831235778412,0.024443510487774607,True
-425.0,1125.0,-6.4841,0.0,0.10136938645484259,0.028663648669893675,True
-425.0,1125.0,-6.4841,4.0,0.13138266517727856,0.03812556836705143,True
-425.0,1125.0,-6.4841,8.0,0.16312172981037257,0.05106207620431079,True
-425.0,1125.0,-6.4841,12.0,0.19740870919697157,0.06919122378056348,True
-425.0,1125.0,-6.4841,16.0,0.23214724711431056,0.09378215005585205,True
-425.0,1125.0,-6.4841,20.0,0.27101684125605063,0.12251428736916137,True
-425.0,1150.0,-6.60365,-4.0,0.07216743126060154,0.024192451036365893,True
-425.0,1150.0,-6.60365,0.0,0.10280471846427543,0.028806786190062474,True
-425.0,1150.0,-6.60365,4.0,0.1327576558686029,0.03841545399445617,True
-425.0,1150.0,-6.60365,8.0,0.1646311829139021,0.05158170168034235,True
-425.0,1150.0,-6.60365,12.0,0.19888064167804392,0.06981887240908527,True
-425.0,1150.0,-6.60365,16.0,0.2338150415787514,0.0943283379049274,True
-425.0,1150.0,-6.60365,20.0,0.2727795991063671,0.12332691675975342,True
-425.0,1175.0,-6.7232,-4.0,0.07346655016341898,0.02394139158495718,True
-425.0,1175.0,-6.7232,0.0,0.10424005047370817,0.02894992371023127,True
-425.0,1175.0,-6.7232,4.0,0.13413264655992718,0.03870533962186091,True
-425.0,1175.0,-6.7232,8.0,0.1661406360174316,0.05210132715637392,True
-425.0,1175.0,-6.7232,12.0,0.2003525741591163,0.07044652103760704,True
-425.0,1175.0,-6.7232,16.0,0.23548283604319226,0.09487452575400274,True
-425.0,1175.0,-6.7232,20.0,0.2745423569566836,0.12413954615034545,True
-425.0,1200.0,-6.8427500000000006,-4.0,0.07476566906623641,0.023690332133548465,True
-425.0,1200.0,-6.8427500000000006,0.0,0.10567538248314096,0.02909306123040007,True
-425.0,1200.0,-6.8427500000000006,4.0,0.1355076372512515,0.03899522524926565,True
-425.0,1200.0,-6.8427500000000006,8.0,0.1676500891209611,0.05262095263240548,True
-425.0,1200.0,-6.8427500000000006,12.0,0.20182450664018864,0.07107416966612883,True
-425.0,1200.0,-6.8427500000000006,16.0,0.23715063050763313,0.09542071360307806,True
-425.0,1200.0,-6.8427500000000006,20.0,0.27630511480700015,0.12495217554093749,True
-425.0,1225.0,-6.96235,-4.0,0.07606533130611062,0.02343916768027802,True
-425.0,1225.0,-6.96235,0.0,0.10711131479872574,0.029236258615696495,True
-425.0,1225.0,-6.96235,4.0,0.13688320301187373,0.03928523211699971,True
-425.0,1225.0,-6.96235,8.0,0.16916017353068197,0.05314079543402301,True
-425.0,1225.0,-6.96235,12.0,0.20329705473501303,0.07170208079930494,True
-425.0,1225.0,-6.96235,16.0,0.23881912250217202,0.09596712988705473,True
-425.0,1225.0,-6.96235,20.0,0.27806860990443094,0.12576514480162176,True
-425.0,1250.0,-7.08195,-4.0,0.07736499354598486,0.02318800322700757,True
-425.0,1250.0,-7.08195,0.0,0.10854724711431053,0.029379456000992926,True
-425.0,1250.0,-7.08195,4.0,0.138258768772496,0.039575238984733765,True
-425.0,1250.0,-7.08195,8.0,0.1706702579404028,0.05366063823564053,True
-425.0,1250.0,-7.08195,12.0,0.20476960282983742,0.07232999193248107,True
-425.0,1250.0,-7.08195,16.0,0.24048761449671094,0.0965135461710314,True
-425.0,1250.0,-7.08195,20.0,0.27983210500186173,0.12657811406230607,True
-425.0,1275.0,-7.20145,-4.0,0.07866356911174548,0.022937048777460594,True
-425.0,1275.0,-7.20145,0.0,0.10998197881759132,0.029522533656034092,True
-425.0,1275.0,-7.20145,4.0,0.13963318439452238,0.0398650033718092,True
-425.0,1275.0,-7.20145,8.0,0.17217907973774096,0.05418004638608614,True
-425.0,1275.0,-7.20145,12.0,0.20624091969715774,0.07295737805634851,True
-425.0,1275.0,-7.20145,16.0,0.24215471143105377,0.09705950558520542,True
-425.0,1275.0,-7.20145,20.0,0.2815941256050639,0.12739040358280584,True
-425.0,1300.0,-7.32095,-4.0,0.08023204849884526,0.0227456766743649,True
-425.0,1300.0,-7.32095,0.0,0.11171204195535026,0.02969388414164742,True
-425.0,1300.0,-7.32095,4.0,0.14169207852193996,0.04019312124711316,True
-425.0,1300.0,-7.32095,8.0,0.17439515396458813,0.05476662278675905,True
-425.0,1300.0,-7.32095,12.0,0.20799995765973825,0.07363103733641262,True
-425.0,1300.0,-7.32095,16.0,0.24430089299461125,0.09776311085450345,True
-425.0,1300.0,-7.32095,20.0,0.28353464973056197,0.12833567359507314,True
-425.0,1325.0,-7.4403500000000005,-4.0,0.08331470746728253,0.02288988067744419,True
-425.0,1325.0,-7.4403500000000005,0.0,0.11509917821401078,0.030023865665896845,True
-425.0,1325.0,-7.4403500000000005,4.0,0.14739610854503463,0.04073611739799846,True
-425.0,1325.0,-7.4403500000000005,8.0,0.18035332178598923,0.0557175896843726,True
-425.0,1325.0,-7.4403500000000005,12.0,0.21137330638953042,0.07456399345650501,True
-425.0,1325.0,-7.4403500000000005,16.0,0.24900378367975365,0.09931313202463433,True
-425.0,1325.0,-7.4403500000000005,20.0,0.28651899923017704,0.1299850962278676,True
-425.0,1450.0,-8.03815,-4.0,0.09872883371824481,0.02384483833718245,True
-425.0,1450.0,-8.03815,0.0,0.12528059950746498,0.031431890564876094,True
-425.0,1450.0,-8.03815,4.0,0.15843272190867114,0.04278151782965624,True
-425.0,1450.0,-8.03815,8.0,0.1917220207852194,0.05871289260969977,True
-425.0,1450.0,-8.03815,12.0,0.2254576356290881,0.07887975836860331,True
-425.0,1450.0,-8.03815,16.0,0.2614444536360139,0.10441561273566757,True
-425.0,1450.0,-8.03815,20.0,0.3005934526558891,0.13638084872979214,True
-425.0,1475.0,-8.15775,-4.0,0.10181171153846152,0.02408649615384615,True
-425.0,1475.0,-8.15775,0.0,0.12696865861166692,0.031701022779744494,True
-425.0,1475.0,-8.15775,4.0,0.15987479476654695,0.04303219304771678,True
-425.0,1475.0,-8.15775,8.0,0.1965751673720662,0.059449865525202,True
-425.0,1475.0,-8.15775,12.0,0.22777232589457483,0.07976053712966524,True
-425.0,1475.0,-8.15775,16.0,0.26374073682185456,0.10551681627549057,True
-425.0,1475.0,-8.15775,20.0,0.30262986923076923,0.13736226615384617,True
-425.0,1500.0,-8.27735,-4.0,0.10500000000000001,0.024274999999999998,True
-425.0,1500.0,-8.27735,0.0,0.12815,0.031892000000000004,True
-425.0,1500.0,-8.27735,4.0,0.16131686762442277,0.04328286826577732,True
-425.0,1500.0,-8.27735,8.0,0.20245622931896887,0.06004487437475953,True
-425.0,1500.0,-8.27735,12.0,0.230015,0.08043700000000001,True
-425.0,1500.0,-8.27735,16.0,0.265945,0.106344,True
-425.0,1500.0,-8.27735,20.0,0.304405,0.13819700000000001,True
-400.0,250.0,-2.2381,0.0,0.03010814847851336,0.032466019233449474,True
-400.0,250.0,-2.2381,4.0,0.06099082768873403,0.0359300868757259,True
-400.0,250.0,-2.2381,8.0,0.08991343461091754,0.04420571121951219,True
-400.0,250.0,-2.2381,12.0,0.12137265691056909,0.05353488473867596,True
-400.0,250.0,-2.2381,16.0,0.155947943786295,0.07311885537746807,True
-400.0,250.0,-2.2381,20.0,0.2149110838559814,0.10858284952380952,True
-400.0,275.0,-2.3569,0.0,0.03173563948896632,0.031582511498257845,True
-400.0,275.0,-2.3569,4.0,0.06283411800232287,0.03523936353077817,True
-400.0,275.0,-2.3569,8.0,0.09186114750290361,0.04361113170731708,True
-400.0,275.0,-2.3569,12.0,0.12340481300813008,0.05328552891986063,True
-400.0,275.0,-2.3569,16.0,0.15800217653890825,0.07276623600464577,True
-400.0,275.0,-2.3569,20.0,0.21528307549361209,0.10731112380952382,True
-400.0,300.0,-2.4757,0.0,0.033363130499419275,0.030699003763066203,True
-400.0,300.0,-2.4757,4.0,0.06467740831591173,0.03454864018583043,True
-400.0,300.0,-2.4757,8.0,0.09380886039488966,0.043016552195121946,True
-400.0,300.0,-2.4757,12.0,0.12543696910569105,0.05303617310104529,True
-400.0,300.0,-2.4757,16.0,0.16005640929152148,0.07241361663182347,True
-400.0,300.0,-2.4757,20.0,0.21565506713124272,0.10603939809523809,True
-400.0,325.0,-2.5946999999999996,0.0,0.03499336139372822,0.029814008641114983,True
-400.0,325.0,-2.5946999999999996,4.0,0.06652380181184668,0.033856754006968644,True
-400.0,325.0,-2.5946999999999996,8.0,0.09575985226480835,0.04242097170731707,True
-400.0,325.0,-2.5946999999999996,12.0,0.1274725463414634,0.0527863974912892,True
-400.0,325.0,-2.5946999999999996,16.0,0.16211410034843204,0.07206040362369338,True
-400.0,325.0,-2.5946999999999996,20.0,0.2160276850174216,0.10476553142857142,True
-400.0,450.0,-3.1913,0.0,0.04316643493612079,0.02537713393728223,True
-400.0,450.0,-3.1913,4.0,0.07578059475029035,0.030388020441347273,True
-400.0,450.0,-3.1913,8.0,0.10554104343786296,0.039435061463414633,True
-400.0,450.0,-3.1913,12.0,0.13767780162601628,0.05153416111498258,True
-400.0,450.0,-3.1913,16.0,0.17243022206736355,0.07028958950058073,True
-400.0,450.0,-3.1913,20.0,0.21789578443670152,0.09837907047619047,True
-400.0,475.0,-3.3108500000000003,0.0,0.04480420051103369,0.02448804850174216,True
-400.0,475.0,-3.3108500000000003,4.0,0.07763552199767712,0.02969293646922183,True
-400.0,475.0,-3.3108500000000003,8.0,0.1075010524970964,0.03883672829268293,True
-400.0,475.0,-3.3108500000000003,12.0,0.13972278699186994,0.051283231080139366,True
-400.0,475.0,-3.3108500000000003,16.0,0.17449742346109176,0.06993474399535424,True
-400.0,475.0,-3.3108500000000003,20.0,0.21827012450638794,0.09709931619047618,True
-400.0,500.0,-3.4304,0.0,0.04644196608594657,0.023598963066202093,True
-400.0,500.0,-3.4304,4.0,0.07949044924506388,0.028997852497096403,True
-400.0,500.0,-3.4304,8.0,0.10946106155632984,0.03823839512195122,True
-400.0,500.0,-3.4304,12.0,0.1417677723577236,0.05103230104529617,True
-400.0,500.0,-3.4304,16.0,0.17656462485482,0.06957989849012776,True
-400.0,500.0,-3.4304,20.0,0.21864446457607434,0.0958195619047619,True
-400.0,525.0,-3.54995,0.0,0.04807973166085947,0.022709877630662022,True
-400.0,525.0,-3.54995,4.0,0.08134537649245063,0.028302768524970965,True
-400.0,525.0,-3.54995,8.0,0.11142107061556329,0.037640061951219515,True
-400.0,525.0,-3.54995,12.0,0.14381275772357724,0.050781371010452964,True
-400.0,525.0,-3.54995,16.0,0.1786318262485482,0.06922505298490128,True
-400.0,525.0,-3.54995,20.0,0.21901880464576076,0.09453980761904762,True
-400.0,550.0,-3.6695,0.0,0.04971749723577236,0.021820792195121952,True
-400.0,550.0,-3.6695,4.0,0.0832003037398374,0.02760768455284553,True
-400.0,550.0,-3.6695,8.0,0.11338107967479676,0.0370417287804878,True
-400.0,550.0,-3.6695,12.0,0.1458577430894309,0.050530440975609756,True
-400.0,550.0,-3.6695,16.0,0.1806990276422764,0.0688702074796748,True
-400.0,550.0,-3.6695,20.0,0.21939314471544716,0.09326005333333333,True
-400.0,575.0,-3.78905,0.0,0.05362673325635104,0.021944029253271748,True
-400.0,575.0,-3.78905,4.0,0.0843961143187067,0.027077173595073133,True
-400.0,575.0,-3.78905,8.0,0.11449675134719015,0.03699883179368746,True
-400.0,575.0,-3.78905,12.0,0.14761356620477292,0.050899834680523476,True
-400.0,575.0,-3.78905,16.0,0.1833779830638953,0.06967561778290993,True
-400.0,575.0,-3.78905,20.0,0.22139120477290225,0.09381615088529638,True
-400.0,600.0,-3.9086,-4.0,0.0284056597382602,0.019456227867590454,True
-400.0,600.0,-3.9086,0.0,0.057325852231913804,0.022475505900461774,True
-400.0,600.0,-3.9086,4.0,0.08582779291762893,0.027625532717474977,True
-400.0,600.0,-3.9086,8.0,0.1156233589842247,0.037399295883031945,True
-400.0,600.0,-3.9086,12.0,0.14918271747498077,0.05166968514241724,True
-400.0,600.0,-3.9086,16.0,0.1864082991277578,0.07130063878912263,True
-400.0,600.0,-3.9086,20.0,0.22440869899923016,0.09558521939953811,True
-400.0,625.0,-4.02815,-4.0,0.030036706538461543,0.01982785769230769,True
-400.0,625.0,-4.02815,0.0,0.059484376859928176,0.022781588250384815,True
-400.0,625.0,-4.02815,4.0,0.08740219461538462,0.028402237307692313,True
-400.0,625.0,-4.02815,8.0,0.11726090419392075,0.03787767987687572,True
-400.0,625.0,-4.02815,12.0,0.15027380384615385,0.05251060961538462,True
-400.0,625.0,-4.02815,16.0,0.18939858260646483,0.07299053232426886,True
-400.0,625.0,-4.02815,20.0,0.22737876923076922,0.09739923076923077,True
-400.0,1250.0,-7.017,-4.0,0.07665919870919698,0.023324400645401512,True
-400.0,1250.0,-7.017,0.0,0.10776744942286211,0.029301691200198588,True
-400.0,1250.0,-7.017,4.0,0.1375117537544992,0.039417747796946755,True
-400.0,1250.0,-7.017,8.0,0.16985019119783284,0.05337833229947784,True
-400.0,1250.0,-7.017,12.0,0.2039699205659675,0.07198899838649622,True
-400.0,1250.0,-7.017,16.0,0.2395815228993422,0.09621680923420628,True
-400.0,1250.0,-7.017,20.0,0.27887442100037235,0.1261366228124612,True
-400.0,1275.0,-7.1365,-4.0,0.07795777427495759,0.02307344619585454,True
-400.0,1275.0,-7.1365,0.0,0.1092021811261429,0.02944476885523975,True
-400.0,1275.0,-7.1365,4.0,0.1388861693765256,0.03970751218402218,True
-400.0,1275.0,-7.1365,8.0,0.17135901299517098,0.053897740449923445,True
-400.0,1275.0,-7.1365,12.0,0.20544123743328782,0.07261638451036366,True
-400.0,1275.0,-7.1365,16.0,0.241248619833685,0.09676276864838029,True
-400.0,1275.0,-7.1365,20.0,0.2806364416035745,0.126948912332961,True
-400.0,1300.0,-7.256,-4.0,0.07925634984071822,0.022822491746307558,True
-400.0,1300.0,-7.256,0.0,0.11063691282942369,0.029587846510280916,True
-400.0,1300.0,-7.256,4.0,0.14026058499855198,0.0399972765710976,True
-400.0,1300.0,-7.256,8.0,0.1728678347925091,0.05441714860036905,True
-400.0,1300.0,-7.256,12.0,0.2069125543006082,0.07324377063423111,True
-400.0,1300.0,-7.256,16.0,0.2429157167680278,0.09730872806255429,True
-400.0,1300.0,-7.256,20.0,0.2823984622067767,0.12776120185346077,True
-400.0,1325.0,-7.3754,-4.0,0.0816379399538106,0.022811066974595843,True
-400.0,1325.0,-7.3754,0.0,0.11325667821401077,0.029844365665896842,True
-400.0,1325.0,-7.3754,4.0,0.14438314087759813,0.040440849884526564,True
-400.0,1325.0,-7.3754,8.0,0.17721615858352582,0.055205911470361815,True
-400.0,1325.0,-7.3754,12.0,0.20953830638953042,0.074056493456505,True
-400.0,1325.0,-7.3754,16.0,0.24650571978444957,0.09848743418013857,True
-400.0,1325.0,-7.3754,20.0,0.2848759892224788,0.12910694380292534,True
-400.0,1350.0,-7.4948,-4.0,0.08471892224788297,0.02296113933795227,True
-400.0,1350.0,-7.4948,0.0,0.11664381447267126,0.03017434719014626,True
-400.0,1350.0,-7.4948,4.0,0.14866618937644338,0.040982169361046955,True
-400.0,1350.0,-7.4948,8.0,0.1815311855273287,0.05606801462663587,True
-400.0,1350.0,-7.4948,12.0,0.21291165511932256,0.07498944957659738,True
-400.0,1350.0,-7.4948,16.0,0.2502570977675134,0.09976122324865282,True
-400.0,1350.0,-7.4948,20.0,0.28817052347959965,0.1304545650500385,True
-400.0,1375.0,-7.6145499999999995,-4.0,0.08780716320246343,0.023125839107005386,True
-400.0,1375.0,-7.6145499999999995,0.0,0.11930182160997381,0.030478676466061255,True
-400.0,1375.0,-7.6145499999999995,4.0,0.15126784064665125,0.04150334526558891,True
-400.0,1375.0,-7.6145499999999995,8.0,0.1836383993843786,0.05664425086571758,True
-400.0,1375.0,-7.6145499999999995,12.0,0.2162948922247883,0.07592514049268669,True
-400.0,1375.0,-7.6145499999999995,16.0,0.2526103233256351,0.1006676624326405,True
-400.0,1375.0,-7.6145499999999995,20.0,0.2909165434949962,0.13144553964588146,True
-400.0,1400.0,-7.7343,-4.0,0.09089457692307693,0.023307361538461538,True
-400.0,1400.0,-7.7343,0.0,0.1209919978451593,0.03074814622133292,True
-400.0,1400.0,-7.7343,4.0,0.15356984615384614,0.04195494923076923,True
-400.0,1400.0,-7.7343,8.0,0.18511281262023857,0.056965857252789534,True
-400.0,1400.0,-7.7343,12.0,0.21886888461538462,0.07665304307692308,True
-400.0,1400.0,-7.7343,16.0,0.2543934230769231,0.10118105615384615,True
-400.0,1400.0,-7.7343,20.0,0.2927583384615384,0.13244798000000002,True
-400.0,1425.0,-7.85375,-4.0,0.0939733294842186,0.023505153964588143,True
-400.0,1425.0,-7.85375,0.0,0.12267793981837768,0.03101694089579806,True
-400.0,1425.0,-7.85375,4.0,0.1557275596612779,0.042317685142417245,True
-400.0,1425.0,-7.85375,8.0,0.18699133949191685,0.057396998075442636,True
-400.0,1425.0,-7.85375,12.0,0.22064516936104694,0.07722577059276366,True
-400.0,1425.0,-7.85375,16.0,0.2566451693610469,0.10175158622016933,True
-400.0,1425.0,-7.85375,20.0,0.29536445342571205,0.1337161143187067,True
-375.0,250.0,-2.1724,0.0,0.029208096631823464,0.032954625783972125,True
-375.0,250.0,-2.1724,4.0,0.05997143228803717,0.03631207781649245,True
-375.0,250.0,-2.1724,8.0,0.08883629036004646,0.044534531707317075,True
-375.0,250.0,-2.1724,12.0,0.12024881300813008,0.05367278606271777,True
-375.0,250.0,-2.1724,16.0,0.15481189082462254,0.07331386457607433,True
-375.0,250.0,-2.1724,20.0,0.2147053612078978,0.10928615238095238,True
-375.0,275.0,-2.291325,0.0,0.030837300069686414,0.032070188432055745,True
-375.0,275.0,-2.291325,4.0,0.061816662090592334,0.035620627700348434,True
-375.0,275.0,-2.291325,8.0,0.09078605261324042,0.043939326585365854,True
-375.0,275.0,-2.291325,12.0,0.12228310731707318,0.053423167874564456,True
-375.0,275.0,-2.291325,16.0,0.15686828501742162,0.07296087418118467,True
-375.0,275.0,-2.291325,20.0,0.2150777442508711,0.10801308857142858,True
-375.0,300.0,-2.41025,0.0,0.03246650350754936,0.031185751080139372,True
-375.0,300.0,-2.41025,4.0,0.0636618918931475,0.03492917758420441,True
-375.0,300.0,-2.41025,8.0,0.09273581486643437,0.043344121463414625,True
-375.0,300.0,-2.41025,12.0,0.12431740162601626,0.05317354968641115,True
-375.0,300.0,-2.41025,16.0,0.1589246792102207,0.07260788378629501,True
-375.0,300.0,-2.41025,20.0,0.21545012729384436,0.10674002476190475,True
-375.0,325.0,-2.529375,0.0,0.03409844682926829,0.030299826341463415,True
-375.0,325.0,-2.529375,4.0,0.06551022487804878,0.034236564634146344,True
-375.0,325.0,-2.529375,8.0,0.09468885609756097,0.04274791536585366,True
-375.0,325.0,-2.529375,12.0,0.12635511707317074,0.05292351170731707,True
-375.0,325.0,-2.529375,16.0,0.16098453170731708,0.07225429975609757,True
-375.0,325.0,-2.529375,20.0,0.21582313658536584,0.10546482,True
-375.0,450.0,-3.12635,0.0,0.042276657653890826,0.025860162787456446,True
